"","Country.Name","Region","IncomeGroup","Year","GINI","percentage","school","government","voice","CPI"
"1419","Ethiopia","Sub-Saharan Africa","Low income","2008",NA,NA,33.2038688659668,-0.396732926,-1.30721271,26
"1420","Finland","Europe & Central Asia","High income","2008",27.8,86.51186561,108.744270324707,2.050841331,1.463081241,90
"1421","Fiji","East Asia & Pacific","Upper middle income","2008",40.4,130.7203988,87.869873046875,-0.733542919,-0.704701424,NA
"1422","France","Europe & Central Asia","High income","2008",33,56.52383696,111.625556945801,1.582908034,1.304794312,69
"1423","Gabon","Sub-Saharan Africa","Upper middle income","2008",NA,88.99886851,NA,-0.818243444,-0.845180631,31
"1424","United Kingdom","Europe & Central Asia","High income","2008",34.1,56.46789408,97.7837295532227,1.643774986,1.321022868,77
"1425","Georgia","Europe & Central Asia","Lower middle income","2008",40.6,87.02354933,90.6510620117188,0.296718448,-0.256853878,39
"1426","Ghana","Sub-Saharan Africa","Lower middle income","2008",NA,69.51422561,48.350658416748,0.032725435,0.431884378,39
"1427","Guinea","Sub-Saharan Africa","Low income","2008",NA,NA,34.0815086364746,-1.170829654,-1.426303506,16
"1428","Guinea-Bissau","Sub-Saharan Africa","Low income","2008",NA,52.76756296,NA,-1.041658163,-0.715373099,19
"1429","Equatorial Guinea","Sub-Saharan Africa","Upper middle income","2008",NA,128.6880066,NA,-1.667328954,-1.894067049,17
"1430","Greece","Europe & Central Asia","High income","2008",33.6,59.32971572,NA,0.58529228,0.92821151,47
"1431","Grenada","Latin America & Caribbean","Upper middle income","2008",NA,79.8488687,110.140449523926,0.190076455,0.820473313,NA
"1432","Guatemala","Latin America & Caribbean","Lower middle income","2008",NA,64.12524377,55.1255798339844,-0.563434422,-0.201825619,31
"1433","Guyana","Latin America & Caribbean","Upper middle income","2008",NA,138.5918443,87.0061187744141,-0.188867971,0.112154983,26
"1434","Honduras","Latin America & Caribbean","Lower middle income","2008",55.7,135.7489552,64.1910629272461,-0.617076755,-0.294657081,26
"1435","Croatia","Europe & Central Asia","Upper middle income","2008",NA,84.99464126,98.9622116088867,0.569998205,0.467806906,44
"1436","Haiti","Latin America & Caribbean","Low income","2008",NA,56.3043218,NA,-1.293409109,-0.587012768,14
"1437","Hungary","Europe & Central Asia","High income","2008",27.5,158.2079627,96.6128463745117,0.707318962,0.965708435,51
"1438","Indonesia","East Asia & Pacific","Lower middle income","2008",NA,55.00136212,69.7292022705078,-0.23720181,-0.011261522,26
"1439","India","South Asia","Lower middle income","2008",NA,53.76337261,60.5557403564453,-0.01919394,0.462193102,34
"1440","Ireland","Europe & Central Asia","High income","2008",30.9,159.6353926,114.906158447266,1.500238299,1.422590494,77
"1441","Iraq","Middle East & North Africa","Upper middle income","2008",NA,81.05554327,NA,-1.235706091,-1.104686856,13
"1442","Iceland","Europe & Central Asia","High income","2008",31.8,84.67127831,109.070838928223,1.83180964,1.425650001,89
"1443","Israel","Middle East & North Africa","High income","2008",NA,77.67312306,102.881622314453,1.334131241,0.723265231,60
"1444","Italy","Europe & Central Asia","High income","2008",33.6,54.71800767,100.36238861084,0.279626578,1.032023787,48
"1445","Jamaica","Latin America & Caribbean","Upper middle income","2008",NA,113.5773437,94.5544586181641,0.259999126,0.579975128,31
"1446","Jordan","Middle East & North Africa","Lower middle income","2008",32.6,145.3083305,93.959098815918,0.228668809,-0.737368822,51
"1447","Japan","East Asia & Pacific","High income","2008",32.1,34.39902043,100.642967224121,1.460432291,0.948859215,73
"1448","Kazakhstan","Europe & Central Asia","Upper middle income","2008",29.1,94.29480465,NA,-0.46157068,-1.092260361,22
"1449","Kenya","Sub-Saharan Africa","Lower middle income","2008",NA,57.57859865,59.4062118530273,-0.590104282,-0.282543808,21
"1450","Kyrgyz Republic","Europe & Central Asia","Lower middle income","2008",31.5,146.1060822,NA,-0.788391471,-1.091764927,18
"1451","Cambodia","East Asia & Pacific","Lower middle income","2008",NA,133.3202594,45.0513305664063,-0.988755107,-0.971139133,18
"1452","Kiribati","East Asia & Pacific","Lower middle income","2008",NA,105.1208992,87.1360931396484,-0.696396947,0.748063684,31
"1453","Korea, Rep.","East Asia & Pacific","High income","2008",32.3,99.93356223,99.1841125488281,1.050990105,0.657143593,56
"1454","Kuwait","Middle East & North Africa","High income","2008",NA,92.68298839,95.4851837158203,-0.007251286,-0.543381393,43
"1455","Lebanon","Middle East & North Africa","Upper middle income","2008",NA,106.9557158,76.1764297485352,-0.417439461,-0.422118217,30
"1456","Liberia","Sub-Saharan Africa","Low income","2008",NA,179.1209007,NA,-1.283669591,-0.184938207,24
"1457","Libya","Middle East & North Africa","Upper middle income","2008",NA,101.4893318,NA,-1.178037286,-1.941491127,26
"1458","Sri Lanka","South Asia","Lower middle income","2008",NA,63.36904361,NA,-0.122816488,-0.464874446,32
"1459","Lesotho","Sub-Saharan Africa","Lower middle income","2008",NA,152.1849212,43.798641204834,-0.400956571,-0.066223256,32
"1460","Lithuania","Europe & Central Asia","High income","2008",35.7,125.8494171,101.061912536621,0.616990626,0.849656224,46
"1461","Luxembourg","Europe & Central Asia","High income","2008",32.6,343.5618283,97.5192108154297,1.625626564,1.545579076,83
"1462","Latvia","Europe & Central Asia","High income","2008",37.2,92.00137899,105.537689208984,0.558495283,0.780786335,50
"1463","Morocco","Middle East & North Africa","Lower middle income","2008",NA,85.6728209,57.6738014221191,-0.175601617,-0.758324027,35
"1464","Moldova","Europe & Central Asia","Lower middle income","2008",34.7,134.4225734,88.2347564697266,-0.773072958,-0.307182461,29
"1465","Madagascar","Sub-Saharan Africa","Low income","2008",NA,83.44980417,29.0421905517578,-0.649809778,-0.326152921,34
"1466","Maldives","South Asia","Upper middle income","2008",NA,178.1402309,NA,-0.22930856,-0.301234484,28
"1467","Mexico","Latin America & Caribbean","Upper middle income","2008",48.2,58.071087,83.2581329345703,0.187392384,0.134927571,36
"1468","Macedonia, FYR","Europe & Central Asia","Upper middle income","2008",NA,111.5700547,83.8580322265625,-0.018986769,0.19573997,36
"1469","Mali","Sub-Saharan Africa","Low income","2008",NA,63.78795686,33.3058013916016,-0.773702204,0.202510953,31
"1470","Malta","Middle East & North Africa","High income","2008",NA,297.2016904,100.135200500488,1.279612303,1.249736071,58
"1471","Myanmar","East Asia & Pacific","Lower middle income","2008",NA,0.183103591,48.5845603942871,-1.530751467,-2.207979202,13
"1472","Montenegro","Europe & Central Asia","Upper middle income","2008",30.5,132.3402717,96.7655792236328,-0.034991089,0.235908493,34
"1473","Mongolia","East Asia & Pacific","Lower middle income","2008",NA,121.1980134,NA,-0.528083265,0.26869759,30
"1474","Mozambique","Sub-Saharan Africa","Low income","2008",45.6,68.51064644,19.8082103729248,-0.511353195,-0.07274244,26
"1475","Mauritania","Sub-Saharan Africa","Lower middle income","2008",35.7,112.9884223,18.8246593475342,-0.977206707,-0.942664027,28
"1476","Mauritius","Sub-Saharan Africa","Upper middle income","2008",NA,115.4893159,88.1301727294922,0.773971915,0.863871872,55
"1477","Malawi","Sub-Saharan Africa","Low income","2008",NA,61.96576897,31.2140197753906,-0.545628965,-0.246654779,28
"1478","Malaysia","East Asia & Pacific","Upper middle income","2008",NA,176.6685921,66.1358413696289,1.108519197,-0.563192904,51
"1479","Namibia","Sub-Saharan Africa","Upper middle income","2008",NA,121.2073176,NA,0.182826206,0.450895995,45
"1480","Niger","Sub-Saharan Africa","Low income","2008",NA,53.41753266,11.2756900787354,-0.699199021,-0.441894054,28
"1481","Nigeria","Sub-Saharan Africa","Lower middle income","2008",NA,64.97297381,35.0979614257813,-0.976837873,-0.735603809,27
"1482","Nicaragua","Latin America & Caribbean","Lower middle income","2008",NA,96.79398473,73.0168304443359,-0.906190574,-0.367741048,25
"1483","Netherlands","Europe & Central Asia","High income","2008",29.3,134.6586082,121.62638092041,1.696206212,1.483085513,89
"1484","Norway","Europe & Central Asia","High income","2008",27,74.84007058,112.737602233887,1.842090368,1.548039079,79
"1485","Nepal","South Asia","Low income","2008",NA,46.03620635,51.8669586181641,-0.800597847,-0.496126413,27
"1486","New Zealand","East Asia & Pacific","High income","2008",NA,64.33705839,116.738922119141,1.678086638,1.478388548,93
"1487","Oman","Middle East & North Africa","High income","2008",NA,95.66104851,94.9884033203125,0.419509232,-1.070742846,55
"1488","Pakistan","South Asia","Lower middle income","2008",NA,35.59420149,35.1726188659668,-0.72371012,-0.838403463,25
"1489","Panama","Latin America & Caribbean","Upper middle income","2008",52.6,157.0686969,69.0572814941406,0.123434387,0.600690961,34
"1490","Peru","Latin America & Caribbean","Upper middle income","2008",48.5,58.43376739,91.0475692749023,-0.356437922,0.152134761,36
"1491","Philippines","East Asia & Pacific","Lower middle income","2008",NA,76.28226657,82.0219268798828,0.016421016,-0.138752624,23
"1492","Papua New Guinea","East Asia & Pacific","Lower middle income","2008",NA,NA,NA,-0.694854796,0.010301263,20
"1493","Poland","Europe & Central Asia","High income","2008",33.7,80.75445408,97.1802215576172,0.473243326,0.953482151,46
"1494","Puerto Rico","Latin America & Caribbean","High income","2008",NA,145.2726331,NA,0.601311266,1.150025129,58
"1495","Portugal","Europe & Central Asia","High income","2008",36.6,71.96332806,103.834838867188,1.085485101,1.201863885,61
"1496","Paraguay","Latin America & Caribbean","Upper middle income","2008",51,103.5456255,67.1824569702148,-0.886710167,-0.115736693,24
"1497","Qatar","Middle East & North Africa","High income","2008",NA,89.43284165,87.8601303100586,0.601312459,-1.020598412,65
"1498","Romania","Europe & Central Asia","Upper middle income","2008",29.6,67.11996273,95.3510894775391,-0.324172407,0.514151156,38
"1499","Rwanda","Sub-Saharan Africa","Low income","2008",NA,42.40030098,22.6698093414307,-0.131046802,-1.311892033,30
"1500","Saudi Arabia","Middle East & North Africa","High income","2008",NA,96.10263087,NA,-0.08895582,-1.729973555,35
"1501","Sudan","Sub-Saharan Africa","Lower middle income","2008",NA,43.68505192,37.0252494812012,-1.269248962,-1.641588092,16
"1502","Senegal","Sub-Saharan Africa","Low income","2008",NA,78.55765436,29.7436790466309,-0.155852705,-0.213503525,34
"1503","Singapore","East Asia & Pacific","High income","2008",NA,441.6038067,NA,2.436975002,-0.3348355,92
"1504","Solomon Islands","East Asia & Pacific","Lower middle income","2008",NA,111.5,NA,-0.99701345,0.020427996,29
"1505","Sierra Leone","Sub-Saharan Africa","Low income","2008",NA,39.21347662,NA,-1.15052259,-0.141638219,19
"1506","El Salvador","Latin America & Caribbean","Lower middle income","2008",46.7,76.58055289,68.1611022949219,-0.16203782,0.112083882,39
"1507","Somalia","Sub-Saharan Africa","Low income","2008",NA,NA,NA,-2.402194738,-1.893330455,10
"1508","Serbia","Europe & Central Asia","Upper middle income","2008",28.2,83.25586762,90.4638137817383,-0.191555783,0.281703681,34
"1509","South Sudan","Sub-Saharan Africa","Low income","2008",NA,97.26629766,NA,NA,NA,NA
"1510","Suriname","Latin America & Caribbean","Upper middle income","2008",NA,109.1668385,76.2845077514648,-0.122959793,0.60561341,36
"1511","Slovak Republic","Europe & Central Asia","High income","2008",26,162.9209298,92.0393981933594,0.864835024,0.935453057,50
"1512","Slovenia","Europe & Central Asia","High income","2008",23.7,134.144353,98.1013488769531,1.187827349,1.01736474,67
"1513","Sweden","Europe & Central Asia","High income","2008",26.8,93.35913135,101.590461730957,1.956433296,1.520166636,93
"1514","Swaziland","Sub-Saharan Africa","Lower middle income","2008",NA,122.7935015,NA,-0.74584198,-1.319656968,36
"1515","Seychelles","Sub-Saharan Africa","High income","2008",NA,213.5192664,75.6526718139648,0.088382147,-0.005131568,48
"1516","Chad","Sub-Saharan Africa","Low income","2008",NA,80.28966642,20.9977893829346,-1.576653004,-1.445906639,16
"1517","Togo","Sub-Saharan Africa","Low income","2008",NA,87.42974423,NA,-1.496572852,-0.988219619,27
"1518","Thailand","East Asia & Pacific","Upper middle income","2008",40.3,140.4369681,78.2238006591797,0.22050637,-0.529666901,35
"1519","Tajikistan","Europe & Central Asia","Lower middle income","2008",NA,88.5227483,83.2024536132813,-1.072905302,-1.355681419,20
"1520","Turkmenistan","Europe & Central Asia","Upper middle income","2008",NA,104.4338832,NA,-1.424741745,-2.109706879,18
"1521","Timor-Leste","East Asia & Pacific","Lower middle income","2008",NA,136.8841122,50.849479675293,-1.047847271,0.217161998,22
"1522","Tonga","East Asia & Pacific","Upper middle income","2008",NA,67.66913317,104.231369018555,-0.458274603,-0.030295873,24
"1523","Trinidad and Tobago","Latin America & Caribbean","High income","2008",NA,101.1146279,NA,0.172338679,0.533641875,36
"1524","Tunisia","Middle East & North Africa","Lower middle income","2008",NA,114.3548323,92.5060195922852,0.308850229,-1.35054493,44
"1525","Turkey","Europe & Central Asia","Upper middle income","2008",39,49.90632247,88.2860488891602,0.26865679,-0.041286401,46
"1526","Tanzania","Sub-Saharan Africa","Low income","2008",NA,49.43778344,NA,-0.492632031,-0.166212574,30
"1527","Uganda","Sub-Saharan Africa","Low income","2008",NA,56.25826821,NA,-0.583624899,-0.509934664,26
"1528","Ukraine","Europe & Central Asia","Lower middle income","2008",26.6,101.8343853,96.0510482788086,-0.718072534,0.0906661,25
"1529","Uruguay","Latin America & Caribbean","High income","2008",46.3,65.20809506,87.6862487792969,0.500966549,1.062144518,69
"1530","United States","North America","High income","2008",NA,29.94141012,95.9754180908203,1.613997698,1.144266844,73
"1531","Uzbekistan","Europe & Central Asia","Lower middle income","2008",NA,79.70032897,91.9651565551758,-0.872698843,-2.100142717,18
"1532","St. Vincent and the Grenadines","Latin America & Caribbean","Upper middle income","2008",NA,92.17126293,108.268226623535,0.690290332,1.069163799,65
"1533","Vietnam","East Asia & Pacific","Lower middle income","2008",35.6,154.3174796,NA,-0.212150395,-1.496713758,27
"1534","Vanuatu","East Asia & Pacific","Lower middle income","2008",NA,102.7805282,NA,-0.30164361,0.478367478,29
"1535","Samoa","East Asia & Pacific","Upper middle income","2008",42,76.90412014,NA,0.164048567,0.575985312,44
"1536","Kosovo","Europe & Central Asia","Lower middle income","2008",NA,69.90767757,NA,-0.485862672,-0.313796252,NA
"1537","South Africa","Sub-Saharan Africa","Upper middle income","2008",63,72.86539024,89.4957580566406,0.509498775,0.575648129,49
"1538","Zambia","Sub-Saharan Africa","Lower middle income","2008",NA,59.45488912,NA,-0.734436929,-0.161100164,28
"1539","Zimbabwe","Sub-Saharan Africa","Low income","2008",NA,109.5216372,NA,-1.528041601,-1.5490309,18
"1540","Afghanistan","South Asia","Low income","2009",NA,56.90681742,46.7327613830566,-1.483899474,-1.375496507,13
"1541","Angola","Sub-Saharan Africa","Lower middle income","2009",NA,110.3163721,24.9924507141113,-0.960353315,-1.126124859,19
"1542","Albania","Europe & Central Asia","Upper middle income","2009",NA,75.09490534,85.409309387207,-0.257898152,0.141477272,32
"1543","United Arab Emirates","Middle East & North Africa","High income","2009",NA,153.4619444,NA,0.990984559,-0.838312089,65
"1544","Argentina","Latin America & Caribbean","Upper middle income","2009",45.3,34.05712691,98.8308181762695,-0.318264842,0.280047506,29
"1545","Armenia","Europe & Central Asia","Lower middle income","2009",29.6,58.47886987,96.6328811645508,-0.029734781,-0.876475453,27
"1546","Australia","East Asia & Pacific","High income","2009",NA,44.91765136,130.318542480469,1.705787301,1.383791804,87
"1547","Austria","Europe & Central Asia","High income","2009",31.5,86.24780685,99.6886367797852,1.666579604,1.392845631,79
"1548","Azerbaijan","Europe & Central Asia","Upper middle income","2009",NA,74.74404168,NA,-0.65811944,-1.259756207,23
"1549","Burundi","Sub-Saharan Africa","Low income","2009",NA,49.9258729,19.7602806091309,-1.046169996,-0.689439297,18
"1550","Belgium","Europe & Central Asia","High income","2009",28.5,136.3567579,105.695953369141,1.571341515,1.346693039,71
"1551","Benin","Sub-Saharan Africa","Low income","2009",NA,52.70052519,NA,-0.57548207,0.342523307,29
"1552","Burkina Faso","Sub-Saharan Africa","Low income","2009",39.8,40.42085536,20.2868595123291,-0.585571945,-0.289742321,36
"1553","Bangladesh","South Asia","Lower middle income","2009",NA,40.09279622,48.5376091003418,-0.791247904,-0.289077908,24
"1554","Bulgaria","Europe & Central Asia","Upper middle income","2009",33.8,92.94110232,89.5244598388672,0.166158289,0.560484111,38
"1555","Bahrain","Middle East & North Africa","High income","2009",NA,117.9637254,91.991081237793,0.480627418,-0.791000724,51
"1556","Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","2009",NA,73.74749783,NA,-0.715436161,0.003142807,30
"1557","Belarus","Europe & Central Asia","Upper middle income","2009",27.7,112.3103385,109.52855682373,-1.129520655,-1.547588706,24
"1558","Belize","Latin America & Caribbean","Upper middle income","2009",NA,107.8472143,74.4397201538086,-0.449096531,0.744926989,NA
"1559","Bolivia","Latin America & Caribbean","Lower middle income","2009",49.7,68.62707452,84.0427703857422,-0.604518771,0.006946406,27
"1560","Brazil","Latin America & Caribbean","Upper middle income","2009",53.9,22.10595196,96.6654815673828,-0.094775394,0.522006929,37
"1561","Barbados","Latin America & Caribbean","High income","2009",NA,89.08785422,103.227142333984,1.48438859,1.12787199,74
"1562","Brunei Darussalam","East Asia & Pacific","High income","2009",NA,108.5726365,98.4955215454102,0.918071687,-0.730715275,55
"1563","Bhutan","South Asia","Lower middle income","2009",NA,106.906127,61.7531089782715,0.494820297,-0.46180886,50
"1564","Botswana","Sub-Saharan Africa","Upper middle income","2009",60.5,86.68601991,NA,0.472523302,0.437099516,56
"1565","Central African Republic","Sub-Saharan Africa","Low income","2009",NA,33.92009689,13.7092800140381,-1.412179947,-1.003473043,20
"1566","Canada","North America","High income","2009",NA,58.3482469,102.663208007813,1.745889544,1.401845694,87
"1567","Switzerland","Europe & Central Asia","High income","2009",32.9,106.9301665,95.3374481201172,1.948744774,1.553311944,90
"1568","Chile","Latin America & Caribbean","High income","2009",49,66.33720292,94.2128295898438,1.247790575,1.016847134,67
"1569","China","East Asia & Pacific","Upper middle income","2009",NA,44.50696615,80.6078491210938,0.093804412,-1.701171041,36
"1570","Cameroon","Sub-Saharan Africa","Lower middle income","2009",NA,47.7725182,39.6364402770996,-0.837522626,-1.040357351,22
"1571","Congo, Dem. Rep.","Sub-Saharan Africa","Low income","2009",NA,64.27508026,39.6730613708496,-1.693530798,-1.409387946,19
"1572","Congo, Rep.","Sub-Saharan Africa","Lower middle income","2009",NA,120.6233994,NA,-1.226726413,-1.104502559,NA
"1573","Colombia","Latin America & Caribbean","Upper middle income","2009",55.9,34.28000166,99.2359390258789,-0.245924219,-0.149610877,37
"1574","Comoros","Sub-Saharan Africa","Low income","2009",NA,63.20974395,NA,-1.769842982,-0.341994405,23
"1575","Cabo Verde","Sub-Saharan Africa","Lower middle income","2009",NA,88.03723519,83.2680206298828,0.053114567,0.891081154,51
"1576","Costa Rica","Latin America & Caribbean","Upper middle income","2009",51,70.17782049,99.6457214355469,0.331335217,1.005792499,53
"1577","Cuba","Latin America & Caribbean","Upper middle income","2009",NA,32.91398196,91.5825119018555,-0.362459987,-1.703884602,44
"1578","Cyprus","Europe & Central Asia","High income","2009",32.1,102.8018315,98.3875579833984,1.41832912,1.068028331,66
"1579","Czech Republic","Europe & Central Asia","High income","2009",26.2,113.4927688,94.0108108520508,0.883240402,1.033044815,49
"1580","Germany","Europe & Central Asia","High income","2009",31.2,70.66504625,103.326179504395,1.578987122,1.334961534,80
"1581","Djibouti","Middle East & North Africa","Lower middle income","2009",NA,NA,33.4876708984375,-0.891377628,-1.209395885,28
"1582","Dominica","Latin America & Caribbean","Upper middle income","2009",NA,84.32564254,100.627700805664,0.627188683,1.012253761,59
"1583","Denmark","Europe & Central Asia","High income","2009",26.7,89.75503196,118.034637451172,2.232205391,1.538261056,93
"1584","Dominican Republic","Latin America & Caribbean","Upper middle income","2009",48.9,50.61228261,78.5784072875977,-0.612606525,0.089798309,30
"1585","Algeria","Middle East & North Africa","Upper middle income","2009",NA,71.32432835,93.0700302124023,-0.582936943,-1.038431048,28
"1586","Ecuador","Latin America & Caribbean","Upper middle income","2009",49.3,52.10484902,NA,-0.794284344,-0.250361204,22
"1587","Eritrea","Sub-Saharan Africa","Low income","2009",NA,27.97214161,33.0254211425781,-1.365196586,-2.20277977,26
"1588","Spain","Europe & Central Asia","High income","2009",34.9,46.4972031,118.394638061523,0.945832193,1.176973462,61
"1589","Estonia","Europe & Central Asia","High income","2009",31.4,116.6496452,102.746101379395,1.009114146,1.085522056,66
"1590","Ethiopia","Sub-Saharan Africa","Low income","2009",NA,NA,33.4888916015625,-0.496887237,-1.298283458,27
"1591","Finland","Europe & Central Asia","High income","2009",27.5,70.53124085,107.423797607422,2.229058743,1.465268016,89
"1592","Fiji","East Asia & Pacific","Upper middle income","2009",NA,109.2519797,86.8852005004883,-0.910173655,-0.910687804,NA
"1593","France","Europe & Central Asia","High income","2009",NA,49.56784804,111.178520202637,1.480974436,1.244508862,69
"1594","Gabon","Sub-Saharan Africa","Upper middle income","2009",NA,83.50457864,NA,-0.743608236,-0.971219182,29
"1595","United Kingdom","Europe & Central Asia","High income","2009",34.3,54.44468126,99.3622817993164,1.512003183,1.303301334,77
"1596","Georgia","Europe & Central Asia","Lower middle income","2009",41.7,78.67361847,88.1063232421875,0.287324846,-0.188830778,41
"1597","Ghana","Sub-Saharan Africa","Lower middle income","2009",NA,71.59473853,49.8191719055176,-0.045350794,0.497962654,39
"1598","Guinea","Sub-Saharan Africa","Low income","2009",NA,NA,NA,-1.022251606,-1.302841544,18
"1599","Guinea-Bissau","Sub-Saharan Africa","Low income","2009",NA,53.76117145,NA,-1.029426575,-0.759197712,19
"1600","Equatorial Guinea","Sub-Saharan Africa","Upper middle income","2009",NA,122.2120771,NA,-1.69688344,-1.806870341,18
"1601","Greece","Europe & Central Asia","High income","2009",33.6,47.74384654,NA,0.61948657,0.891443729,38
"1602","Grenada","Latin America & Caribbean","Upper middle income","2009",NA,71.0790204,100.785751342773,0.213173762,0.823061168,NA
"1603","Guatemala","Latin America & Caribbean","Lower middle income","2009",NA,57.10597923,57.3280982971191,-0.714392006,-0.250002801,34
"1604","Guyana","Latin America & Caribbean","Upper middle income","2009",NA,122.8038544,88.0555419921875,-0.179543689,0.092697904,26
"1605","Honduras","Latin America & Caribbean","Lower middle income","2009",51.6,96.90500602,NA,-0.675417721,-0.532957733,25
"1606","Croatia","Europe & Central Asia","Upper middle income","2009",32.6,72.76179586,100.628288269043,0.596849859,0.486277878,41
"1607","Haiti","Latin America & Caribbean","Low income","2009",NA,58.28430641,NA,-1.490063548,-0.657142878,18
"1608","Hungary","Europe & Central Asia","High income","2009",27,144.7813901,97.8855895996094,0.67319572,0.909684956,51
"1609","Indonesia","East Asia & Pacific","Lower middle income","2009",NA,42.74536931,74.7339935302734,-0.298131734,-0.001040607,28
"1610","India","South Asia","Lower middle income","2009",NA,46.77702612,59.7939300537109,-0.0124214,0.460684627,34
"1611","Ireland","Europe & Central Asia","High income","2009",32.7,173.0017402,118.919776916504,1.336170197,1.353574395,80
"1612","Iraq","Middle East & North Africa","Upper middle income","2009",NA,78.68737882,NA,-1.182666302,-1.02347219,15
"1613","Iceland","Europe & Central Asia","High income","2009",28.7,90.3801895,107.943000793457,1.635218859,1.415215015,87
"1614","Israel","Middle East & North Africa","High income","2009",NA,64.0325487,101.991691589355,1.275443554,0.570473433,61
"1615","Italy","Europe & Central Asia","High income","2009",33.5,45.60911674,100.718086242676,0.421652019,1.034180284,43
"1616","Jamaica","Latin America & Caribbean","Upper middle income","2009",NA,86.88520589,95.5625610351563,0.207348168,0.577552021,30
"1617","Jordan","Middle East & North Africa","Lower middle income","2009",NA,115.5308673,NA,0.235815778,-0.784595072,50
"1618","Japan","East Asia & Pacific","High income","2009",NA,24.49089992,100.92658996582,1.454035997,1.021046162,77
"1619","Kazakhstan","Europe & Central Asia","Upper middle income","2009",28.8,75.76606746,NA,-0.391520679,-1.075511217,27
"1620","Kenya","Sub-Saharan Africa","Lower middle income","2009",NA,50.86364157,60.4318199157715,-0.630103111,-0.33191362,22
"1621","Kyrgyz Republic","Europe & Central Asia","Lower middle income","2009",29.9,133.3791532,85.9818420410156,-0.964859664,-1.019886851,19
"1622","Cambodia","East Asia & Pacific","Lower middle income","2009",NA,105.1384754,NA,-0.945098281,-0.913447618,20
"1623","Kiribati","East Asia & Pacific","Lower middle income","2009",NA,103.4326921,NA,-0.784024715,0.63489157,28
"1624","Korea, Rep.","East Asia & Pacific","High income","2009",NA,90.41263765,98.3680572509766,1.094724894,0.707668364,55
"1625","Kuwait","Middle East & North Africa","High income","2009",NA,88.86409869,93.3765487670898,0.202237174,-0.484645516,41
"1626","Lebanon","Middle East & North Africa","Upper middle income","2009",NA,90.90396479,77.3838195800781,-0.468741685,-0.355251491,25
"1627","Liberia","Sub-Saharan Africa","Low income","2009",NA,110.2115713,NA,-1.231152654,-0.163397804,31
"1628","Libya","Middle East & North Africa","Upper middle income","2009",NA,102.0580715,NA,-1.089623809,-1.910279155,25
"1629","Sri Lanka","South Asia","Lower middle income","2009",36.4,49.14914153,NA,-0.148189142,-0.480336696,31
"1630","Lesotho","Sub-Saharan Africa","Lower middle income","2009",NA,148.2442029,46.871711730957,-0.294243544,-0.083432585,33
"1631","Lithuania","Europe & Central Asia","High income","2009",37.2,105.5585821,100.459136962891,0.693558395,0.90215981,49
"1632","Luxembourg","Europe & Central Asia","High income","2009",31.2,295.9728062,NA,1.747320056,1.555081606,82
"1633","Latvia","Europe & Central Asia","High income","2009",36,86.82642154,98.1160736083984,0.623809874,0.849937856,45
"1634","Morocco","Middle East & North Africa","Lower middle income","2009",NA,67.91510295,60.4444618225098,-0.140478432,-0.745735705,33
"1635","Moldova","Europe & Central Asia","Lower middle income","2009",32.9,110.3633269,88.5966415405273,-0.558566391,-0.296511173,33
"1636","Madagascar","Sub-Saharan Africa","Low income","2009",NA,73.99667599,30.3851203918457,-0.802302122,-0.831529379,30
"1637","Maldives","South Asia","Upper middle income","2009",38.4,136.112082,NA,-0.440251678,-0.048458237,25
"1638","Mexico","Latin America & Caribbean","Upper middle income","2009",NA,56.03479382,82.5707168579102,0.175232351,0.200044572,33
"1639","Macedonia, FYR","Europe & Central Asia","Upper middle income","2009",NA,87.17699495,82.9997024536133,-0.051188748,0.168138519,38
"1640","Mali","Sub-Saharan Africa","Low income","2009",33,50.56843297,36.1991195678711,-0.801333725,0.069614626,28
"1641","Malta","Middle East & North Africa","High income","2009",NA,296.9748803,NA,1.173995137,1.152721882,52
"1642","Myanmar","East Asia & Pacific","Lower middle income","2009",NA,0.167417639,47.965030670166,-1.614052892,-2.172563791,14
"1643","Montenegro","Europe & Central Asia","Upper middle income","2009",31,99.42502821,98.7134704589844,-0.021930059,0.24179399,39
"1644","Mongolia","East Asia & Pacific","Lower middle income","2009",NA,107.8137572,97.6740188598633,-0.667409182,0.125568166,27
"1645","Mozambique","Sub-Saharan Africa","Low income","2009",NA,71.24674499,22.3239593505859,-0.549707532,-0.114255242,25
"1646","Mauritania","Sub-Saharan Africa","Lower middle income","2009",NA,97.70188818,20.1314601898193,-0.894957066,-0.924539506,25
"1647","Mauritius","Sub-Saharan Africa","Upper middle income","2009",NA,104.429729,88.8661804199219,0.776170969,0.8228935,54
"1648","Malawi","Sub-Saharan Africa","Low income","2009",NA,51.68307249,31.8391799926758,-0.474432647,-0.148801818,33
"1649","Malaysia","East Asia & Pacific","Upper middle income","2009",46.3,162.5590474,65.5722427368164,0.983705997,-0.503895342,45
"1650","Namibia","Sub-Saharan Africa","Upper middle income","2009",61,125.4775582,NA,0.115910485,0.375795096,45
"1651","Niger","Sub-Saharan Africa","Low income","2009",NA,67.17797153,11.8469104766846,-0.652196288,-0.737894952,29
"1652","Nigeria","Sub-Saharan Africa","Lower middle income","2009",43,61.80285424,38.9045181274414,-1.214643955,-0.848872244,25
"1653","Nicaragua","Latin America & Caribbean","Lower middle income","2009",44.2,86.99361045,NA,-0.962114871,-0.439308286,25
